paper,title,datetime,writing,writer
서울신문,“어머니 품 떠나 로씨야 땅에서”… 北 병사의 부치지 못한 편지,2024.12.25. 오후 7:04,"우크라 특전사, 북한군 유품 공개“가장 친근한 동지 건강하길 바라며”이달 9일 작성한 전우 생일 축하 글드론 무방비… 러 총알받이로 소모우크라이나 특수전사령부가 24일(현지시간) 공개한 북한군의 손 편지. 러시아 격전지 쿠르스크에서 사살된 북한군 품에서 발견된 것이며 작성일은 지난 9일로 추정된다.  우크라이나 특수전사령부 페이스북 캡처“그리운 조선, 정다운 아버지 어머니의 품을 떠나 여기 로씨야 땅에서 생일을 맞는…”우크라이나 특수전사령부가 24일(현지시간) 러시아 쿠르스크 지역에서 사살한 북한군 병사의 품에서 발견된 것이라면서 한 장의 구겨진 손 편지를 공개했다. 볼펜으로 쓴 것으로 보이는 편지에는 “저의 가장 친근한 전우 동지인 송지명 동무의 생(일)을 맞으며…아울러 건강하길 진정으로 바라며 생일 축하의 인사를 드립니다. 2024년 12월 9일”이란 문장이 적혀 있다. 편지에 적힌 날짜가 지난 9일인 것으로 보아 전장에 함께 투입된 전우의 생일을 축하하기 위해 써 놓고 전달하지 못한 편지이거나 초고였을 것으로 추정된다.특수전사령부는 “이것은 노획한 공책의 항목 중 해독된 일부”라며 “(공책의) 다른 항목의 번역이 진행 중이며 더 많은 내용이 공개될 것”이라고 밝혔다. 그러면서 “친구를 축하하려는 데 파티를 여는 대신 남의 땅에서 기관총을 들고 참호를 판다면, 촛불 꽂힌 케이크가 우크라이나산 5.56구경 납탄으로 바뀌게 될 것”이라고 경고했다.특수전사령부는 이날 손 편지를 지니고 있었던 북한군 병사의 시신과 신분증 사진도 함께 공개했다. 서명란에 쓰여진 이름은 ‘정경홍’으로 우크라이나군이 이틀 전 공개한 북한군 3명(반국진·리대혁·조철호)의 신분증처럼 러시아 이름이 함께 표기돼 있었다. 사진과 발급기관 도장이 없는 점도 동일했다.손 편지를 쓴 것으로 추정되는 북한군의 시신과 신분증. ‘정경홍’이라는 이름이 한글로 쓰여져 있다. 우크라이나 특수전사령부 페이스북 캡처러시아 침공으로 시작된 우크라이나 전쟁이 3년째 이어지고 있는 가운데 우크라이나는 올해 8월 기습적으로 국경을 넘어 쿠르스크에서 한때 1000㎢가 넘는 면적을 점령했다. 러시아는 쿠르스크에서 우크라이나군을 몰아내기 위한 작전을 수행 중이다. 1만 1000여명으로 추정되는 러시아 파병 북한군도 대부분 이 지역에 배치된 것으로 추정된다.우크라이나와 서방 정보당국은 북한군 일부가 이달부터 전투에 투입되면서 사상자가 급격히 늘어나기 시작한 것으로 보고 있다. 특히 북한군 병사들은 사방이 트인 개활지에서의 전투, 살상용 드론 등에 전혀 대비하지 못한 채 러시아군의 ‘총알받이’로 소모되고 있는 것으로 알려졌다.볼로디미르 젤렌스키 우크라이나 대통령은 전날 소셜미디어 엑스(X·옛 트위터)에 올린 글을 통해 “쿠르스크 지역에서 사망하거나 부상을 입은 북한군의 수가 이미 3000명을 넘어섰다”고 주장하기도 했다.		",워싱턴 이재연 특파원
아시아경제,"바이든, 퇴임 앞두고 법안 50개 서명…'흰머리 수리' 美 공식 國鳥",2024.12.26. 오전 2:04,"부패 혐의 인정 연방의원은 퇴직금 못 받아내년 1월 퇴임하는 조 바이든 미국 대통령이 크리스마스를 앞두고 50개 법안에 무더기 서명했다.25일(현지시간) 백악관에 따르면 바이든 대통령이 전날 서명한 법안에는 '흰머리 수리'를 미국 국조(國鳥)로 지정하는 법안이 포함됐다.흰머리 수리는 오랫동안 미국의 비공식 마스코트로 여겨져 왔지만, 바이든 대통령이 이 법안에 서명함으로써 국조로 공식화됐다.바이든 대통령은 아동학대 방지법안에도 서명했다. 이 법은 중독 치료·재활 시설 등에 입소한 미성년자의 건강, 안전, 보호, 치료 등을 연방정부가 감독하도록 하는 내용을 담았다. 글로벌 호텔 체인 힐튼의 상속녀인 패리스 힐튼이 10대 시절 기숙학교에서 가혹행위에 시달렸다며 그동안 이 법안의 통과를 촉구해왔다.바이든 대통령이 서명한 법안에는 공직 부패 혐의로 유죄 판결을 받은 연방의원의 퇴직금 수령을 금지하는 법안도 포함됐다. 이 법안은 한국계 최초로 연방상원의원에 당선된 앤디 김 의원(민주·뉴저지)의 전임자인 밥 메넨데스 전 의원이 뇌물 수수, 외국대리인등록법 위반 등 혐의로 유죄 판결을 받은 이후 공론화됐고, 지난주 의회를 통과했다.바이든 대통령은 또한 대학 캠퍼스 괴롭힘 방지법에도 서명했다.한편 바이든 대통령은 미국 대통령으로서 맞는 마지막 크리스마스인 이날 ""우리나라를 위한 나의 희망은 우리가 계속 자유와 사랑, 친절과 연민, 존엄과 품위의 빛을 추구하는 것""이라고 밝혔다. 그는 자신의 사회관계망서비스(SNS)인 엑스(X·옛 트위터)를 통해 ""대통령으로서 마지막으로 미국인 모두에게 매우 행복한 크리스마스가 되길 기원하게 돼 영광""이라며 ""신이 여러분 모두를 축복하길 바란다""고 말했다.",뉴욕(미국)=권해영 특파원 roguehy@asiae.co.kr
파이낸셜뉴스,"카자흐스탄에서 최소 72명 탑승 여객기 추락, 6명 생존",2024.12.25. 오후 5:06,"아제르바이잔 바쿠에서 체첸으로 향하던 여객기 추락최소 72명 탑승 추정, 110명이라는 주장도 있어...생존자 6~12명 추정 소셜미디어 엑스(X)에 올라온 25일(현지시간) 아제르바이잔 여객기 추락 당시 사진.연합뉴스  [파이낸셜뉴스] 카자흐스탄에서 최소 72명이 탑승한 여객기가 추락해 6명의 생존자가 확인됐다.   영국 가디언 등 외신들에 따르면 카자흐스탄 비상상황부는 25일(현지시간) 발표에서 카자흐스탄 서부 악타우 인근에 아제르바이잔 항공의 여객가가 추락했다고 밝혔다.   문제의 여객기는 아제르바이잔 수도 바쿠에서 러시아 체첸 공화국 수도 그로즈니로 향하던 아제르바이잔 항공 J28243편으로 알려졌다. 해당 기체는 그로즈니에 안개가 심해 경로를 바꿨다. 항공사 측은 추락 원인으로 새 떼와 충돌을 언급했다.   카자흐스탄 구조 당국은 사고기에 ""승객 67명과 승무원 5명이 타고 있었다""고 설명했다. 그러나 현지 매체 카즈인폼은 승객 105명과 승무원 5명이 탑승하고 있었다고 보도했다.   비상상황부는 ""직원 52명과 장비 11대가 비행기 추락 현장인 악타우에 도착했다""고 밝혔다. 구조 당국은 최소 6명의 생존자를 확인했으나 러시아 스푸트니크 통신은 12명이 생존해 10명이 입원했다고 주장했다.		",박종원 기자 (pjw@fnnews.com)
아시아경제,"""돈 찍는 기계""…머라이어 캐리, 30년 전 캐럴로 매년 수십억 벌어",2024.12.26. 오전 8:22,"스포티파이 스트리밍 20억회 돌파30년간 1500억 추정'크리스마스의 여왕' 팝스타 머라이어 캐리가 대표 인기곡 '올 아이 원트 포 크리스마스 이즈 유'(All I Want For Christmas is you) 한 곡으로만 매년 수십억원의 수익을 낸다는 분석이 나왔다.25일(현지시간) 미 경제매체 CNBC는 빌보드지 추정치 등을 인용해 캐리가 지난 2022년 이 노래 한 곡으로만 270만~330만달러(약 39~48억원)를 번 것으로 추정된다고 보도했다.팝스타 머라이어 캐리. AP연합뉴스이는 노래 다운로드와 스트리밍 등 수입으로, 이보다 수익성이 높은 TV 특집 프로그램 방송 등 관련 수입은 제외된 것이다. 다만 캐리 본인과 음반사 등은 이 노래에 대한 저작권 계약 내용을 공개한 적이 없어 정확한 수입을 파악하기는 어렵다고 CNBC는 전했다.이 노래는 1994년 발매된 이래 30년 동안 인기가 식지 않고 오히려 차트를 역주행하며 더 높은 인기를 끌고 있다. CNBC는 최근 캐리가 거둔 실제 수입은 더 클 것이라고 전했다.글로벌 음원 스트리밍업체 스포티파이는 이 노래가 최근 전 세계 스트리밍 20억회를 돌파했다고 발표했다. 크리스마스 관련 노래 중에서는 최초다. 이 노래는 스포티파이에서 2016년 이래 매년 크리스마스마다 스트리밍 1위를 차지해 왔다.음악산업 시장조사업체 루미네이트에 따르면 지난해 이 곡의 미국 내 오디오 스트리밍 횟수는 총 2억4900만회로, 2019년 1억6700만건 대비 약 49% 늘었다.독립음반사 라이코디스크의 전 사장 출신 조지 하워드 버클리 음대 교수는 이 노래에 대해 ""돈 찍어내는 기계""(money machine)""라며 ""엄청난 현상(phenomenon)""이라고 말했다. 그는 이 곡이 연간 200만~400만달러(약 29억~58억원)에 달하는 수익을 낸다고 추정했다.음악산업 전문 법률사무소인 매넷, 펠프스&필립스는 이 곡의 음원 매출을 연간 340만달러로 추산하면서 지난 30년간 총수익을 약 1억300만달러(약 1503억원)가량으로 추정했다.다만 음원 수익 가운데 캐리가 가져가는 몫은 일부로, 음반사 등이 상당한 비율을 갖는다. 캐리는 이 노래의 작사·작곡, 프로듀싱에도 참여했기 때문에 일반적인 가수보다 더 많은 수입을 가져갈 것으로 추정된다.전문가들은 앞으로도 이 노래가 지속해서 수익을 창출할 것으로 내다본다. ",오수연 기자 syoh@asiae.co.kr
중앙일보,"관세폭탄 두렵다, '100만 달러 트럼프보험' 드는 차 회사들",2024.12.26. 오전 5:00,"			  도널드 트럼프 미국 대통령 당선인이 ‘관세 폭탄’ ‘전기차 세액공제 폐지’ 등을 예고하면서 전 세계 자동차 업계가 바짝 긴장하고 있다. 제너럴모터스(GM)와 포드에 이어 24일(현지시간)엔 세계 자동차 시장 1위(판매량 기준)인 일본 토요타자동차도 트럼프 취임식에 100만 달러를 기부하기로 하며 자동차 업계의 시선은 현대차그룹으로 모이고 있다. 토요타, 폭스바겐에 이은 세계 3위인 현대차그룹은 올 들어 11월까지 미국에서 154만8333대를 판매해 GM, 토요타, 포드에 이은 4위다.      김영희 디자이너           자동차 회사들은 트럼프 당선인이 예고한 ‘멕시코 제품 25% 관세’가 현실화할 가능성에 노심초사하고 있다. 멕시코 생산량이 가장 많은 곳은 GM이다. 멕시코 내 공장 3곳에서 연 110만 대를 생산한다. 포드도 멕시코에서 공장 2곳을 운영하며 76만 대를 생산 중이다. 토요타는 미국 시장을 겨냥한 픽업트럭 ‘타코마’가 관세 영향권에 있다. 미국에서 연간 20만~25만 대씩 팔리는 타코마는 거의 전량을 멕시코 생산에 의존하고 있다. 한국 자동차 기업 중에선 기아가 K4(K3의 북미판)를 멕시코 공장에서 생산하고 있다. 연간 약 12만 대가 미국으로 수출되는 현지 주력 제품이다.      이 밖에 트럼프 당선인이 줄곧 주장해 온 ▶전기차 보조금 감축 ▶배터리 원료 관세 부과 ▶배출가스 규제 완화 등이 어떻게 구체화되느냐에 따라 전 세계 완성차업체들의 향후 사업 전략이 달라질 수 있다.      국내 차 업계에선 일본 정부와 기업이 ‘팀 재팬’ 형태로 트럼프 2기 행정부에 밀착 줄대기를 하는 데 비해 한국이 탄핵 정국으로 정부가 제 역할을 하지 못하고 있다는 평가가 나온다. 트럼프 당선인은 지난 16일(현지시간) 손정의 일본 소프트뱅크그룹 회장과 함께 기자회견을 열고 소프트뱅크그룹의 1000억 달러(약 140조원) 대미 투자 계획을 공개했다. 일본 기업의 투자 선물을 받은 트럼프 당선인은 이날 “일본은 중요하다. 이시바 시게루 총리와도 만나겠다”고 말했다. 한국자동차산업협회 운영위원장을 지낸 김태년 법무법인 태평양 고문은 “토요타는 미국에서 다수의 로비스트를 활용하는 거대 기업이지만 일본 기업 특성상 정부와 아무 협의 없이 단독으로 취임식 기부 결정을 하지는 않았을 것”이라고 말했다.      현대차그룹을 비롯해 국내 기업이 트럼프 선거운동 기간이나 취임식에 기부금을 냈다는 소식은 아직까지 없다. 기업들은 워싱턴DC의 로비그룹과 개별 계약하거나, 트럼프 1기 행정부 및 공화당과 연줄이 닿은 인물을 전면에 내세워 대비하고 있을 뿐이다.      현대차그룹은 지난달 인사에서 북미 지역 ‘판매통’인 호세 무뇨스 글로벌 최고운영책임자를 최고경영자(CEO)로 내정하고, 성 김 전 주한 미국대사를 대관·홍보 담당 사장으로 영입해 트럼프 2기 행정부를 대비하고 있다. 2020년엔 미국법인 대관 담당으로 트럼프 1기 정부 때 법제처 차관보로 일했던 로버트 후드 부사장도 영입했다. 특히 현대차는 내년 초 준공될 조지아주 공장 ‘메타플랜트’가 본격 가동하기 시작하면 트럼프 당선인의 ‘MAGA(Make America Great Again, 미국을 다시 위대하게)’ 기조에 부합할 것으로 기대하고 있다. 당초 메타플랜트를 전기차 전용 공장으로 운영하려 했지만 트럼프 당선 이후 현대차는 전략을 수정해 하이브리드차도 함께 생산하기로 했다.      경제계에선 이번 취임식에 초청받은 류진 한국경제인협회장, 정용진 신세계그룹 회장 등의 역할을 기대하는 분위기다. 재계 관계자는 “대통령 권한대행도 탄핵되느냐, 마느냐 하고 있는 한국의 현재 정치적 상황에서 정부가 기업과 ‘원팀’으로 트럼프 2기 행정부와 접촉하기란 한계가 있지 않겠느냐”고 말했다. 또 다른 대기업 관계자는 “협상가인 트럼프가 한국 정부와 기업의 이런 상황을 어떻게 활용할지 걱정된다”며 “기업은 정부에 기대할 게 현재로서는 없고, 각자도생할 수밖에 없다”고 말했다.  ",최선욱 기자 isotope@joongang.co.kr
SBS Biz,"도요타, 글로벌 생산량 10개월째 감소…판매량은 두달째 증가",2024.12.26. 오전 11:35,"[일본 아이치현 도요타시에 있는 도요타자동차의 지난 3월 22일 모습이다. (도요타<일 아이치현> 교도=연합뉴스)]일본 도요타자동차의 전 세계 생산량이 10개월 연속 감소했습니다.미국과 중국시장의 견조한 수요에 힘입어 글로벌 판매량은 2개월째 증가했지만생산량 감소 추세는 이어졌습니다.25일 로이터 통신에 따르면 전 세계 판매량 1위인 도요타의 지난 11월 글로벌 생산량은 86만9천230대로 작년 동월 대비 6.2% 감소했습니다.감소폭이 10월(0.8%)보다 확대되면서, 이로써 생산량은 10개월 연속 감소를 기록했습니다.지역별로는 글로벌 생산량의 약 3분의 1을 차지하는 일본에서 9.3% 감소했으며, 후지마쓰와 요시와라 공장의 이틀간 생산 중단 영향이 컸습니다.미국 생산량도 11.8% 감소했는데, 4개월 간 중단됐던 그랜드 하이랜더와 렉서스 TX SUV 생산이 10월 말 재개됐지만 11월 생산량은 감소세로 확인됐습니다.중국 생산량 역시 1.6% 감소했지만 감소폭은 전월(9%)보다 크게 축소됐습니다.그랜비아 및 시에나 미니밴 모델과 BYD와 공동 개발한 전기 세단 bZ 3의 현지 판매가 증가한 데 따른 것으로 풀이됩니다.지난 11월 도요타의 글로벌 판매량은 92만569대로 작년 동월 대비 1.7% 증가했는데, 11월 판매량으로는 역대 최고로 글로벌 판매량도 2개월째 증가했습니다.다만 올해들어 11월까지 글로벌 판매량은 여전히 1.2% 감소한 상태로 이 기간 글로벌 생산량은 약 875만대로 5.2% 감소했습니다. 당신의 제보가 뉴스로 만들어집니다.SBS Biz는 여러분의 제보를 기다리고 있습니다.홈페이지 = https://url.kr/9pghjn",김종윤 기자(kjyyoung@sbs.co.kr)
뉴스1,"하와이 착륙 미 항공기 바퀴 수납고서 시신 발견…""사망률 77%""",2024.12.26. 오전 10:37,"수납고, 여객기 밖에서만 접근 가능…어떻게·언제 접근했는지 불분명1974년~2021년 132명이 항공기 수납고에 숨어 이동…이중 77% 사망2021년 11월 20일 미국 일리노이주 시카고 오헤어 국제공항의 유나이티드 항공사 여객기 모습. 2021.11.20 ⓒ 로이터=뉴스1 ⓒ News1 김지완 기자(서울=뉴스1) 김지완 기자 = 미국 하와이의 한 공항에 착륙한 여객기의 바퀴 수납고에서 시신 1구가 발견되는 사건이 발생했다.로이터통신에 따르면, 유나이티드 항공사는 ""24일(현지시간) 마우이의 카훌루이 공항에 착륙한 이후 여객기의 주요 착륙장치 중 하나의 바퀴 수납고에서 시신이 발견됐다""고 밝혔다.항공기 추적 웹사이트인 플라이트 어웨어에 따르면, 이 여객기는 일리노이주 시카고 오헤어 국제공항을 떠나 카훌루이 공항에 도착할 예정이었다.항공사는 ""바퀴 수납고는 여객기 밖에서만 접근할 수 있었다""며 ""그 사람이 어떻게, 언제 수납고에 접근했는지는 분명하지 않다""고 설명했다. 그러면서 수사 당국의 조사에 협조하고 있다고 덧붙였다.마우이 경찰국은 현재 이 사건에 대한 수사를 진행중이다. 미국 연방항공청(FAA)은 관련 논평 요청에 즉시 응하지 않았다.여객기의 바퀴 수납고와 화물칸은 온도가 영하 50도와 60도 사이로 떨어질 수 있으며 산소도 부족해 이곳에 숨은 밀항자들은 살아남기 어렵다. FAA에 따르면, 1974년~2021년 민간 항공기의 바퀴 수납고에 숨어 이동한 사람은 총 132명이었고 이들의 사망률은 77%에 달했다.그러나 생존하는 밀항자도 일부 보고됐다. 지난해 12월 프랑스 파리에서는 알제리 항공사의 항공기 하부 격납고에서 부상을 입은 사람이 발견됐다. 2022년 1월에는 남아프리카공화국에서 케냐를 거쳐 네덜란드 암스테르담 스히폴 공항에 도착한 카고룩스 화물기의 앞바퀴 아래에서 밀항자가 발견되기도 했다.		",김지완 기자 (gwkim@news1.kr)
연합뉴스,"트럼프 불확실성에…""中, 日과 관계개선 급속도로 강화""",2024.12.26. 오전 9:58,"日언론 ""韓정세 불안 속 중일관계 방침, '한중일 협력틀→양국간 개선' 변화""日정부 관계자, 외무상 방중에 ""정상 상호 방문 위한 킥오프"" 평가손 잡은 중일 외교장관(베이징 신화·AP=연합뉴스) 왕이 중국 공산당 중앙정치국 위원 겸 외교부장(오른쪽)과 이와야 다케시 일본 외무상이 25일 중국 베이징에서 만나 악수하고 있다.(도쿄=연합뉴스) 박상현 특파원 = 중국과 일본이 미국의 도널드 트럼프 2기 행정부 출범을 앞두고 인적 교류를 고리로 관계 안정화를 모색하고 있다고 니혼게이자이신문(닛케이) 등 일본 언론이 26일 보도했다.    이와야 다케시 일본 외무상은 외무상으로서는 약 1년 9개월 만에 중국을 방문해 전날 왕이 중국 공산당 중앙정치국 위원 겸 외교부장과 회담했다.    양측은 외교·방위 분야 고위 당국자 간 안보 대화를 개최하고, 내년 이른 시기에 왕 주임이 일본을 방문해 중일 고위급 경제 대화를 연다는 데 뜻을 모았다.    아울러 이와야 외무상은 외교장관 회담 후 개최된 '중일 고위급 인적·문화교류 대화'에서 중국인에 대한 비자 발급 완화 의사를 표명했다.    닛케이는 중일 외교장관 회담에 앞서 이와야 외무상을 만난 리창 중국 국무원 총리가 중국어로 바람직한 변화를 의미하는 단어인 '기상'(氣象)을 사용하며 내년에 중일 관계가 더 발전할 것이라는 견해를 보였다고 분석했다.    신문은 ""2020년 시진핑 중국 국가주석의 일본 국빈 방문이 코로나19 영향으로 연기된 이후 중일 관계는 악화했다""며 ""중국이 최근에 급속도로 일본에 대한 접근을 강화하고 있다""고 짚었다.    그러면서 중국 정부가 일본에 급격하게 다가가는 배경으로 경제 부진과 트럼프 대통령 당선인 복귀가 있다고 닛케이는 해설했다.    신문은 ""중국 입장에서 일본은 미국 다음의 무역 상대국으로, (중국이) 국민 상호 왕래를 늘려 소비를 진작시키려는 의도가 있다""며 중국은 일본과 관계 개선이 트럼프 당선인에 대한 교섭 능력 강화로 이어질 것으로 본다고 덧붙였다.    닛케이는 ""일본도 중국과 관계 안정은 트럼프 정권 출범 후에 불확실성이 커질 국제사회에서 중요하다""며 트럼프 1기 행정부 당시 방위상을 지냈던 이와야 외무상이 중국과 충돌하지 않는 관계를 구축해 둘 필요가 있다고 생각한다고 전했다.    아사히신문은 이와야 외무상의 중국 방문에 대해 ""트럼프 정권 재출범에 앞서 일본과 중국이 한 걸음씩 관계 개선으로 나아가는 형국""이라며 ""왕 주임의 일본 방문이 조기에 실현되면 리창 총리를 초대하는 한중일 정상회의 개최에도 탄력이 붙을 것""이라고 해설했다. 일본은 다음 한중일 정상회의 의장국이다.    이어 이 신문은 이시바 시게루 일본 총리의 중국 방문과 시 주석의 일본 방문도 가능해질 수 있다고 덧붙였다.    이와 관련해 일본 외무성 간부는 아사히에 ""정상과 외교장관의 상호 방문을 위한 킥오프(시작)""라고 말했다.    요미우리신문도 중국이 일본에 대한 접근을 강화하고 있다고 평가하면서 ""중국 측에 강경한 자세를 보이는 트럼프 차기 정부에 대항해 중국은 자유무역과 공급망 보호라는 분야에서 일본과 이해관계가 일치한다고 보고 있다""고 분석했다.    이 신문은 ""일본은 지금까지 민감한 중일 관계를 한중일 3개국 틀을 사용해 움직이려 했지만, 한국 정세가 불안정해지면서 양국 간 관계 개선을 모색하는 쪽으로 기울었다""고 짚었다.    다만 일본 언론은 중국과 일본 사이에 해결해야 한 과제가 많고 양국 여론도 관계 개선 흐름에 영향을 미칠 수 있다고 전망했다.    아사히는 양국 간 현안으로 중국 당국의 일본인 구속, 후쿠시마 제1원자력발전소 오염수(일본 정부 명칭 '처리수') 해양 방류에 따른 중국의 일본산 수산물 수입 금지, 중국의 해양 진출 강화 움직임과 대만 문제 등을 꼽았다.    이어 ""내년은 중일전쟁이 끝난 지 80주년이 되는 해로 중국에서 반일 여론이 고조되기 쉽다""며 ""이는 관계 개선 움직임에 찬물을 뿌릴 가능성이 있다""고 예측했다.    psh59@yna.co.kr",박상현(psh59@yna.co.kr)
머니투데이,"젤렌스키 ""비인간적""…러시아, 성탄절에도 미사일·드론 날렸다",2024.12.25. 오후 7:51,"볼로디미르 젤렌스키 우크라이나 대통령 /AFPBBNews=뉴스1젤렌스키 우크라이나 대통령은 25일(현지시간) ""러시아가 미사일 70기 이상과 드론 100대를 발사했고 미사일 50기 이상이 격추됐다""고 말했다.AP통신 등에 따르면 젤렌스키 대통령은 ""우크라이나인 수백만명이 크리스마스를 축하하는 가운데 러시아는 우크라이나의 에너지 인프라에 대규모 공격을 가했다""고 밝혔다.그는 ""모든 러시아의 대규모 공격은 준비하는 데 시간이 걸리고 시간과 날짜에 대한 의식적인 선택이 필요하다""며 ""의식적으로 크리스마스를 선택한 것은 비인간적""이라고 했다.영국 BBC에 따르면 우크라이나 수도 키이우에서 러시아발 드론 공격으로 경보가 울린 뒤 대규모의 시민들이 지하철역으로 대피했다. 에너지 시설이 공격받으면서 키이우 일부 지역을 포함해 우크라이나 전역에서 전력 공급이 중단되고 에너지 공급이 제한된 상황이다.이와 관련해 BBC는 ""혹독하게 추운 우크라이나에서 전력 시설에 대한 공격이 정기적으로 발생하고 있다""고 했다.한 우크라이나 국유기업은 미사일과 드론으로부터 안전하게 지키기 위해 지하에 수력발전소를 건설할 계획이라고 밝혔다. 다른 기업은 공습으로부터 보호할 수 있는 획기적인 에너지 저장 장치를 개발하고 있는 것으로 나타났다.",김미루 기자 (miroo@mt.co.kr)
동아일보,"취임 앞둔 트럼프, 크리스마스 굿즈 판매로 돈벌이",2024.12.26. 오전 11:16,"트럼프 스토어에서 판매중인 크리스마스 기념 굿즈들. 사진출처 트럼프 스토어 홈페이지내달 1일 취임을 앞둔 도널드 트럼프 미국 대통령 당선인이 크리스마스 특수를 노려 굿즈 판매에 적극 나서고 있어 당선인 신분에 어울리지 않는 행보이란 지적이 나오고 있다.미 워싱턴포스트(WP)는 25일(현지 시간) ‘크리스마스를  보내는 방법, 대통령 당선인을 더 부자로 만드는 방법’이라는 제목의 기사에서 “트럼프 당선인이 자신의 이름과 이미지를 넣은 각종 크리스마스 장식과 선물용 기념품을 판매하고 있다”고 보도했다.현재 트럼프 스토어에는 트럼프 당선인의 대선 당시 굿즈였던 ‘MAGA(Make America Great Again)’ 모자 모양의 트리 장식이 92달러(약 13만5000 원)에 판매되고 있다. 트럼프 이름이 새겨진 개 목걸이와 트럼프 스웨터를 입은 곰돌이 인형, 산타가 그려진 앞치마와 타올, 12월1일부터 크리스마스까지 한칸씩 여는 캘린더 등 다양한 상품이 ‘홀리데이 기프트‘라며 판매되고 있다. 트럼프 당선인이 제45대 및 제47대 대통령이라는 점을 의미하는 ‘45-47이라는 글자가 새겨진 모자와 스웨터 등의 ‘당선인 굿즈’도 있다. 사이트에선 이러한 선물을 28달러의 트럼프 포장지로 싸거나 개당 7달러의 트럼프 종이가방에 넣어서 주도록 권하고 있다.이같은 판매 수익금은 정치 및 자선활동에 사용되는 것이 아닌 트럼프 일가가 소유한 사업체인 트럼프 그룹(Trump Organization)에 귀속되는 것으로 알려졌다.  트럼프 당선인은 대선 기간에도 자기 이름을 딴 각종 굿즈(기념품) 판매에 열을 올렸다. 당선 뒤 1월 20일 취임식을 눈앞에 두고도 수익 활동에 몰두하는 모습을 보이고 있는 것이다. WP는 “당선인은 자신의 임기를 근대사에 전례 없는 방식으로, 개인적으로 이용하고 있다”고 평가했다. 워싱턴DC 비영리단체 ‘책임과 윤리를 위한 시민들’(CRE)의 조던 리보위츠 부회장 역시 WP에 “트럼프 제품을 팔기 위해 도대체 대통령직을 얼마나 이용할 것인가”라고 비판했다. 트럼프 측은 문제될 것이 없다는 입장이다. 정권 인수팀 대변인 캐롤라인 레빗은 “트럼프는 이익을 위해 정치에 뛰어든 것이 아니다”며 “대선 출마를 위해 자신의 수십억 달러 부동산 제국에서 손을 떼고 대통령 월급도 포기하면서 재임 기간 순자산 가치가 실제 감소한 첫 대통령이 됐다”라고 반박했다.",김보라 기자 purple@donga.com
동아일보,"“돈 버는 기계”…머라이어 캐리, 캐럴로 매년 얼마 버나",2024.12.26. 오후 12:33,"머라이어 캐리. 게티이미지코리아크리스마스 시즌에 없어서는 안 될 곡인 머라이어 캐리의 ‘올 아이 원트 포 크리스마스 이즈 유’(All I Want for Christmas Is You)가 매년 수십억 원의 수익을 올리는 것으로 전해졌다.22일(현지시간) 미국 경제매체 CNBC는 머라이어 캐리가 2022년 이 노래 한 곡으로 270만~330만 달러(약 39억 4000만~48억 2000만 원)를 벌어들인 것으로 빌보드지가 추정했다고 전했다.이 수익은 노래 다운로드와 스트리밍을 통해 번 것으로, 크리스마스 시즌을 맞아 TV에서 방영되는 특별 프로그램 등에서 나오는 음악으로 버는 금액은 제외된 것으로 나타났다.머라이어 캐리가 이 캐럴로 버는 정확한 수익은 알기 어렵다. 머라이어 캐리 본인과 음반사 등이 이 노래에 대한 저작권 계약 내용을 공개한 적이 없기 때문이라고 CNBC는 전했다. 이와 관련해 엔터테인먼트 부문 지적재산권 변호사인 나타샤 치는 “얼마가 됐든, 많은 돈을 벌 것”이라고 했다.음원 스트리밍업체 스포티파이는 이 노래가 최근 스트리밍 20억 회를 돌파했다고 전했다. 이 캐럴은 2016년부터 크리스마스 시즌에 1위를 차지한 곡이라고도 덧붙였다. 20억 회를 돌파함으로써, 이 히트곡은 980만 달러(143억 3544만 원)를 벌었을 것으로 추정했다.음악산업 시장조사업체 루미네이트에 따르면 지난해 이 곡의 미국 내 오디오 스트리밍 횟수는 2억 4900만 회에 달하며 2019년(1억 6700만 회)에 대비 약 49% 증가했다.머라이어 캐리. 게티이미지코리아버클리 음악 대학 교수이자 독립음반사 라이코디스크의 전 사장인 조지 하워드는 머라이어 캐리의 캐럴에 대해 “돈 버는 기계”(a money machine)라고 하며 “대단한 현상”이라고 전했다.하워드는 이 곡이 연간 200만 달러~400만 달러(약 29억 2640만 원~58억 5280만 원)를 벌 것이라고 추정한다. 음악 전문 법률사무소인 ‘매냇, 펠프스 & 필립스’에서도 이 히트곡이 연간 340만 달러(49억 7488만 원)를 벌 것으로 추정했다.이 음원 수익금 중 머라이어 캐리는 일부를 가져간다. 이 수익은 작곡가, 가수, 프로듀서, 음반사 등 많은 기여자에게 분배된다. 각 사람에게 지급되는 금액은 계약 조건에 따라 곡마다 다를 수 있다고 전문가들은 말한다.이 히트곡에 대한 머라이어 캐리의 로열티 계약 조건은 공개되지 않았다.",조유경 동아닷컴 기자 polaris27@donga.com
